Catalog Number,Product Name,Product Type,Channel,Species Name,Gene Symbol,Gene Name,Accession,Probe Pairs,Probe Region Begin,Probe Region End 
479548-C2,RNAscope® 2.5 LS Probe - Dr-nrip2-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,nrip2,nuclear receptor interacting protein 2,NM_001123515.1,18,19,886
479558-C2,RNAscope® 2.5 LS Probe - Dr-ch211-214j8.1-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,si:ch211-214j8.1,si:ch211-214j8.1,NM_001098190.1,20,2,953
479568-C2,RNAscope® 2.5 LS Probe - Dr-slc6a19a.1-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,slc6a19a.1,"solute carrier family 6 (neutral amino acid transporter), member 19a, tandem duplicate 1",NM_001098178.1,20,547,3379
479578-C2,RNAscope® 2.5 LS Probe - Dr-muc13b-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,muc13b,"mucin 13b, cell surface associated",NM_001308550.1,20,539,1638
479588-C2,RNAscope® 2.5 LS Probe - Mm-Elavl4-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Elavl4,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)",NM_010488.4,20,1756,3438
479598-C2,RNAscope® 2.5 LS Probe - Mm-Rspo1-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Rspo1,R-spondin 1,NM_138683.2,27,262,1813
479618-C2,RNAscope® 2.5 LS Probe - Mm-Stat1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Stat1,signal transducer and activator of transcription 1,NM_001205313.1,20,1173,2169
479638-C2,RNAscope® 2.5 LS Probe - Rn-Oxt-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Oxt,oxytocin/neurophysin 1 prepropeptide,NM_012996.3,5,3,493
479648-C3,RNAscope® 2.5 LS Probe - Rn-Giot1-C3,RNAscope LS 2.5 Target Probes,3,Rattus norvegicus,Giot1,gonadotropin inducible ovarian transcription factor 1,NM_133563.1,4,7,195
479668-C3,RNAscope® 2.5 LS Probe - Hs-GUSB-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,GUSB,"Homo sapiens glucuronidase beta (GUSB), transcript variant 1, mRNA",NM_000181.3,12,1246,2282
479688-C2,RNAscope® 2.5 LS Probe - Hs-MYO1G-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,MYO1G,myosin IG,NM_033054.2,20,167,1057
479698-C3,RNAscope® 2.5 LS Probe - Hs-ANKRD17-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,ANKRD17,ankyrin repeat domain 17,NM_032217.4,20,501,2221
479718-C2,RNAscope® 2.5 LS Probe - Hs-CD3D-No-XMm-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,CD3D,CD3d molecule,NM_000732.4,15,2,756
479718-C4,RNAscope® 2.5 LS Probe - Hs-CD3D-No-XMm-C4,RNAscope LS 2.5 Target Probes,4,Homo sapiens,CD3D,CD3d molecule,NM_000732.4,15,2,756
479728-C2,RNAscope® 2.5 LS Probe - Hs-CD3G-No-XMm-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,CD3G,CD3g molecule,NM_000073.2,15,9,1035
479738-C2,RNAscope® 2.5 LS Probe - Hs-CD3E-No-XMm-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,CD3E,CD3e molecule,NM_000733.3,20,112,1268
479748-C2,RNAscope® 2.5 LS Probe - Hs-MMP11-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,MMP11,matrix metallopeptidase 11,NM_005940.4,20,1188,2162
479758-C2,RNAscope® 2.5 LS Probe - Hs-SCUBE2-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2",NM_020974.2,20,319,1232
479768-C3,RNAscope® 2.5 LS Probe - Hs-BAG1-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,BAG1,BCL2 associated athanogene 1,NM_001172415.1,20,308,1220
479778-C3,RNAscope® 2.5 LS Probe - Hs-CTSV-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,CTSV,cathepsin V,NM_001333.3,20,2056,3295
479838-C2,RNAscope® 2.5 LS Probe - Dr-ca9-C2,RNAscope LS 2.5 Target Probes,2,Danio rerio,ca9,carbonic anhydrase IX,XM_009305109.2,20,121,1078
479908-C2,RNAscope® 2.5 LS Probe - Mm-Npff-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Npff,neuropeptide FF-amide peptide precursor,NM_018787.1,9,47,433
479938-C2,RNAscope® 2.5 LS Probe - V-HHV1-RL2-C2,RNAscope LS 2.5 Target Probes,2,Human herpesvirus 1,RL2,"Human herpesvirus 1 strain 17, complete genome",NC_001806.2,18,3111,5479
479948-C2,RNAscope® 2.5 LS Probe - V-HHV1-US6-C2,RNAscope LS 2.5 Target Probes,2,Human herpesvirus 1,US6,"Human herpesvirus 1 strain 17, complete genome",NC_001806.2,20,138475,139430
479958-C3,RNAscope® 2.5 LS Probe - V-HHV1-UL54-C3,RNAscope LS 2.5 Target Probes,3,Human herpesvirus 1,UL54,"Human herpesvirus 1 strain 17, complete genome",NC_001806.2,20,113736,115225
479978-C3,RNAscope® 2.5 LS Probe - Mm-Plk5-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Plk5,polo-like kinase 5,NM_183152.3,20,966,1980
479988-C2,RNAscope® 2.5 LS Probe - Mm-Ryr2-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Ryr2,"ryanodine receptor 2, cardiac",NM_023868.2,20,735,1636
479998-C3,RNAscope® 2.5 LS Probe - Mm-Sv2b-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Sv2b,synaptic vesicle glycoprotein 2 b,NM_153579.4,20,698,1963
480008-C3,RNAscope® 2.5 LS Probe - Gg-OPTC-C3,RNAscope LS 2.5 Target Probes,3,Gallus gallus,OPTC,opticin,NM_204473.1,20,2,1023
480018-C3,RNAscope® 2.5 LS Probe - Gg-RTN4R-C3,RNAscope LS 2.5 Target Probes,3,Gallus gallus,,,XM_415292.5,20,118,1062
480028-C3,RNAscope® 2.5 LS Probe - Gg-TFAP2B-C3,RNAscope LS 2.5 Target Probes,3,Gallus gallus,TFAP2B,transcription factor AP-2 beta (activating enhancer binding protein 2 beta),NM_204895.1,20,2,1168
480058-C2,RNAscope® 2.5 LS Probe - Hs-SEZ6L-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,SEZ6L,seizure related 6 homolog like,NM_021115.4,20,1051,1960
480088-C2,RNAscope® 2.5 LS Probe - Gg-DRAXIN-C2,RNAscope LS 2.5 Target Probes,2,Gallus gallus,DRAXIN,dorsal inhibitory axon guidance protein,NM_001142848.2,20,392,1318
480098-C2,RNAscope® 2.5 LS Probe - Gg-MSX1-C2,RNAscope LS 2.5 Target Probes,2,Gallus gallus,MSX1,msh homeobox 1,NM_205488.2,11,181,1223
480108-C2,RNAscope® 2.5 LS Probe - Gg-NOG-C2,RNAscope LS 2.5 Target Probes,2,Gallus gallus,NOG,noggin,NM_204123.1,12,2,668
480118-C2,RNAscope® 2.5 LS Probe - Gg-NTM-C2,RNAscope LS 2.5 Target Probes,2,Gallus gallus,NTM,neurotrimin,NM_204711.1,17,4,1203
480138-C2,RNAscope® 2.5 LS Probe - Hs-TYR-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,TYR,"Homo sapiens tyrosinase (TYR), mRNA",NM_000372.4,20,477,1452
480148-C2,RNAscope® 2.5 LS Probe - Mm-Avpr1b-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Avpr1b,arginine vasopressin receptor 1B,NM_011924.2,20,1172,2084
480198-C2,RNAscope® 2.5 LS Probe - Hs-SLC7A8-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,SLC7A8,solute carrier family 7 member 8,NM_012244.3,20,1779,2977
480198-C3,RNAscope® 2.5 LS Probe - Hs-SLC7A8-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,SLC7A8,solute carrier family 7 member 8,NM_012244.3,20,1779,2977
480218-C2,RNAscope® 2.5 LS Probe - Gg-HOXB4-C2,RNAscope LS 2.5 Target Probes,2,Gallus gallus,HOXB4,homeobox B4,NM_205293.1,16,74,1157
480228-C2,RNAscope® 2.5 LS Probe - Gg-HOXB9-C2,RNAscope LS 2.5 Target Probes,2,Gallus gallus,HOXB9,homeobox B9,XM_015299445.1,20,519,1795
480248-C2,RNAscope® 2.5 LS Probe Dm-Gr33a-C2,RNAscope LS 2.5 Target Probes,2,Drosophila melanogaster,Gr33a,Gustatory receptor 33a,NM_080363.8,20,401,1394
480298-C2,RNAscope® 2.5 LS Probe - Hs-TAS1R3-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,TAS1R3,taste 1 receptor member 3,NM_152228.2,20,1903,2991
480308-C3,RNAscope® 2.5 LS Probe - Mm-Nr2f2-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Nr2f2,"nuclear receptor subfamily 2, group F, member 2",NM_009697.3,20,1532,3193
480318-C2,RNAscope® 2.5 LS Probe - Mm-Cd209a-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Cd209a,CD209a antigen,NM_133238.5,20,160,1269
480338-C2,RNAscope® 2.5 LS Probe - Mm-Tagln-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Tagln,transgelin,NM_011526.5,20,181,1217
480348-C3,RNAscope® 2.5 LS Probe - Mm-Bvht-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Bvht,braveheart long non-coding RNA,NR_045420.2,12,2,600
480358-C3,RNAscope® 2.5 LS Probe - Mm-Zic3-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Zic3,zinc finger protein of the cerebellum 3,NM_009575.2,20,175,1169
480368-C3,RNAscope® 2.5 LS Probe - Mm-Lum-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Lum,lumican,NM_008524.2,20,254,1336
480418-C2,RNAscope® 2.5 LS Probe - Mm-Pkm-O2-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Pkm,"pyruvate kinase, muscle",NM_011099.3,3,1427,1613
480458-C2,RNAscope® 2.5 LS Probe - Mm-Myl9-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Myl9,"myosin, light polypeptide 9, regulatory",NM_172118.1,14,2,1082
480468-C2,RNAscope® 2.5 LS Probe - Mm-Unc5d-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Unc5d,unc-5 netrin receptor D,NM_153135.3,20,1980,2936
480508-C2,RNAscope® 2.5 LS Probe - Mm-Gal3st1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Gal3st1,galactose-3-O-sulfotransferase 1,NM_016922.3,20,182,1277
480548-C2,RNAscope® 2.5 LS Probe - Mm-Asic3-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Asic3,acid-sensing (proton-gated) ion channel 3,NM_183000.2,16,284,1263
480548-C3,RNAscope® 2.5 LS Probe - Mm-Asic3-O1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Asic3,acid-sensing (proton-gated) ion channel 3,NM_183000.2,16,284,1263
480578-C3,RNAscope® 2.5 LS Probe - Mm-Asic2-O1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Asic2,acid-sensing (proton-gated) ion channel 2,NM_001034013.2,15,2,762
480588-C3,RNAscope® 2.5 LS Probe - Mm-Asic1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Asic1,acid-sensing (proton-gated) ion channel 1,NM_009597.1,20,1285,2482
480598-C2,RNAscope® 2.5 LS Probe - Mm-Plcxd2-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Plcxd2,"phosphatidylinositol-specific phospholipase C, X domain containing 2",NM_001134480.1,20,700,1708
480598-C3,RNAscope® 2.5 LS Probe - Mm-Plcxd2-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Plcxd2,"phosphatidylinositol-specific phospholipase C, X domain containing 2",NM_001134480.1,20,700,1708
480618-C2,RNAscope® 2.5 LS Probe - Mm-Ugt8a-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Ugt8a,UDP galactosyltransferase 8A,NM_011674.4,20,465,1476
480638-C2,RNAscope® 2.5 LS Probe - Mm-Map4k1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Map4k1,mitogen-activated protein kinase kinase kinase kinase 1,NM_008279.2,20,78,1033
480648-C2,RNAscope® 2.5 LS Probe - Hs-CIITA-CDS-No-XMm-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,CIITA,"class II, major histocompatibility complex, transactivator",NM_001286402.1,18,169,3400
480658-C3,RNAscope® 2.5 LS Probe - Mm-Olig1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Olig1,oligodendrocyte transcription factor 1,NM_016968.4,20,439,1788
480668-C2,RNAscope® 2.5 LS Probe - Mm-Pdgfra-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",NM_011058.2,20,223,1161
480668-C3,RNAscope® 2.5 LS Probe - Mm-Pdgfra-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",NM_011058.2,20,223,1161
480668-C4,RNAscope® 2.5 LS Probe - Mm-Pdgfra-C4,RNAscope LS 2.5 Target Probes,4,Mus musculus,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",NM_011058.2,20,223,1161
480698-C3,RNAscope® 2.5 LS Probe - Mm-Pde1a-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Pde1a,"phosphodiesterase 1A, calmodulin-dependent",NM_001159582.1,20,769,1888
480708-C2,RNAscope® 2.5 LS Probe - Mm-Gal3st4-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Gal3st4,galactose-3-O-sulfotransferase 4,NM_001033416.2,20,1462,2741
480718-C2,RNAscope® 2.5 LS Probe - Mm-Comp-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Comp,cartilage oligomeric matrix protein,NM_016685.2,20,637,1570
480728-C2,RNAscope® 2.5 LS Probe - Mm-Il13ra2-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Il13ra2,"interleukin 13 receptor, alpha 2",NM_008356.4,20,786,1974
480818-C3,RNAscope® 2.5 LS Probe - Mm-Bmx-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Bmx,BMX non-receptor tyrosine kinase,NM_009759.4,20,763,1733
480828-C3,RNAscope® 2.5 LS Probe - Mm-Vstm4-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Vstm4,V-set and transmembrane domain containing 4,NM_178791.4,20,875,1815
480838-C3,RNAscope® 2.5 LS Probe - Mm-Dpep1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Dpep1,dipeptidase 1 (renal),NM_007876.2,20,645,1519
480898-C2,RNAscope® 2.5 LS Probe - Mm-Chst8-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Chst8,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8,NM_175140.4,20,241,1290
480908-C2,RNAscope® 2.5 LS Probe - Mm-Dgkh-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Dgkh,"diacylglycerol kinase, eta",NM_001081336.1,20,1033,1994
481008-C2,RNAscope® 2.5 LS Probe - Hs-SCNN1D-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,SCNN1D,sodium channel epithelial 1 delta subunit,NM_001130413.3,20,1123,2265
481018-C2,RNAscope® 2.5 LS Probe - Mm-Cd3g-No-XHs-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Cd3g,"CD3 antigen, gamma polypeptide",NM_009850.2,12,39,893
481028-C2,RNAscope® 2.5 LS Probe - Mm-Cd3e-No-XHs-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Cd3e,"CD3 antigen, epsilon polypeptide",NM_007648.4,20,2,1358
481038-C2,RNAscope® 2.5 LS Probe - Mm-Cd3d-No-XHs-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Cd3d,"CD3 antigen, delta polypeptide",NM_013487.3,20,2,991
481058-C2,RNAscope® 2.5 LS Probe - Mmu-CHRM1-C2,RNAscope LS 2.5 Target Probes,2,Macaca mulatta,CHRM1,cholinergic receptor muscarinic 1,NM_001032945.1,18,9,1318
481098-C2,RNAscope® 2.5 LS Probe - Hs-IGHM-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,IGHM,Homo sapiens immunoglobulin heavy locus (IGH) on chromosome 14,gi|1021589409:1024128-1028640,20,38,1812
481108-C2,RNAscope® 2.5 LS Probe - Hs-FKBP5-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,FKBP5,FK506 binding protein 5,NM_004117.3,20,60,1141
481148-C2,RNAscope® 2.5 LS Probe - Cl-LOC485121-C2,RNAscope LS 2.5 Target Probes,2,Canis lupus familiaris,LOC485121,lysine-specific demethylase 4D,XM_005633339.1,20,33,2785
481168-C2,RNAscope® 2.5 LS Probe - Mm-Agtr1a-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Agtr1a,"angiotensin II receptor, type 1a",NM_177322.3,20,65,2162
481168-C3,RNAscope® 2.5 LS Probe - Mm-Agtr1a-O1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Agtr1a,"angiotensin II receptor, type 1a",NM_177322.3,20,65,2162
481208-C2,RNAscope® 2.5 LS Probe - Rn-Hmox1-C2,RNAscope LS 2.5 Target Probes,2,Rattus norvegicus,Hmox1,heme oxygenase 1,NM_012580.2,20,125,1107
481218-C2,RNAscope® 2.5 LS Probe - Mm-Klb-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Klb,klotho beta,NM_031180.2,35,2,1825
481248-C2,RNAscope® 2.5 LS Probe - Hs-THBD-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,THBD,thrombomodulin,NM_000361.2,20,137,1627
481258-C2,RNAscope® 2.5 LS Probe - Hs-BATF3-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,BATF3,basic leucine zipper ATF-like transcription factor 3,NM_018664.2,13,35,944
481258-C3,RNAscope® 2.5 LS Probe - Hs-BATF3-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,BATF3,basic leucine zipper ATF-like transcription factor 3,NM_018664.2,13,35,944
481288-C2,RNAscope® 2.5 LS Probe - Mm-Dgat1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Dgat1,diacylglycerol O-acyltransferase 1,NM_010046.2,20,252,1237
481308-C2,RNAscope® 2.5 LS Probe - Mm-Dgat2-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Dgat2,diacylglycerol O-acyltransferase 2,NM_026384.3,20,314,1410
481328-C2,RNAscope® 2.5 LS Probe - Mm-Tnf-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Tnf,tumor necrosis factor,NM_013693.2,0,41,1587
481368-C2,RNAscope® 2.5 LS Probe - DsRED-C2,RNAscope LS 2.5 Target Probes,2,synthetic construct,DsRED,"Synthetic construct dimeric red fluorescent protein gene, complete cds",AF506025.1,13,2,654
481398-C2,RNAscope® 2.5 LS Probe - Mm-Ptprb-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Ptprb,"protein tyrosine phosphatase, receptor type, B",NM_029928.2,20,189,1113
481408-C2,RNAscope® 2.5 LS Probe - Mm-S100a9-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,S100a9,S100 calcium binding protein A9 (calgranulin B),NM_001281852.1,11,2,522
481428-C2,RNAscope® 2.5 LS Probe - Oa-PDYN-O1-C2,RNAscope LS 2.5 Target Probes,2,Ovis aries,PDYN,Ovis aries prodynorphin (PDYN) customer provided sequence,,11,2,545
481458-C2,RNAscope® 2.5 LS Probe - Mm-Itgb3-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Itgb3,integrin beta 3,NM_016780.2,20,967,1862
481548-C2,RNAscope® 2.5 LS Probe - Hs-BCL11A-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,BCL11A,B-cell CLL/lymphoma 11A,NM_022893.3,20,96,1196
481568-C3,RNAscope® 2.5 LS Probe - Mm-Deptor-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Deptor,DEP domain containing MTOR-interacting protein,NM_145470.3,20,261,1458
481578-C2,RNAscope® 2.5 LS Probe - Mm-Parm1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Parm1,prostate androgen-regulated mucin-like protein 1,NM_145562.2,20,102,1070
481598-C2,RNAscope® 2.5 LS Probe - V-SHIV-C1157-vif-env-nef-C2,RNAscope LS 2.5 Target Probes,2,synthetic construct,nef,,DQ779174.1,42,4824,9563
481638-C2,RNAscope® 2.5 LS Probe - V-HIV1-env-O1-sense-C2,RNAscope LS 2.5 Target Probes,2,Human immunodeficiency virus 1,V-HIV1-env-O1-sense,env,KM390026.1,20,7564,8699
481678-C2,RNAscope® 2.5 LS Probe - Mm-Tacr3-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Tacr3,tachykinin receptor 3,NM_021382.6,20,247,1253
481678-C3,RNAscope® 2.5 LS Probe - Mm-Tacr3-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Tacr3,tachykinin receptor 3,NM_021382.6,20,247,1253
481698-C2,RNAscope® 2.5 LS Probe - Mm-Gfap-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Gfap,glial fibrillary acidic protein,NM_001131020.1,40,347,2564
481708-C2,RNAscope® 2.5 LS Probe - Mm-Rbfox3-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",NM_001285436.1,40,455,2954
481748-C2,RNAscope® 2.5 LS Probe - Mm-Nes-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Nes,nestin,NM_016701.3,40,2328,4300
481758-C2,RNAscope® 2.5 LS Probe - Mm-Adgre1-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Adgre1,adhesion G protein-coupled receptor E1,NM_010130.4,40,85,1958
481808-C2,RNAscope® 2.5 LS Probe - Mm-Cacna2d3-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Cacna2d3,"calcium channel, voltage-dependent, alpha2/delta subunit 3",NM_009785.1,20,183,1132
481818-C2,RNAscope® 2.5 LS Probe - V-Poliovirus-pp-C2,RNAscope LS 2.5 Target Probes,2,Human poliovirus 1 Mahoney,pp,"Human poliovirus 1 Mahoney, complete genome",V01149.1,30,1465,2874
481838-C2,RNAscope® 2.5 LS Probe - Mm-Grin2a-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",NM_008170.2,20,2511,3475
481878-C2,RNAscope® 2.5 LS Probe - Mmu-CD4-C2,RNAscope LS 2.5 Target Probes,2,Macaca mulatta,CD4,CD4 molecule,NM_001042662.1,30,2,1600
481878-C3,RNAscope® 2.5 LS Probe - Mmu-CD4-C3,RNAscope LS 2.5 Target Probes,3,Macaca mulatta,CD4,CD4 molecule,NM_001042662.1,30,2,1600
481888-C3,RNAscope® 2.5 LS Probe - Mmu-CD8A-C3,RNAscope LS 2.5 Target Probes,3,Macaca mulatta,CD8A,CD8a molecule,XM_001092778.3,30,378,2232
481918-C2,RNAscope® 2.5 LS Probe - Mm-Tbx1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Tbx1,T-box 1,NM_011532.2,19,15,1701
481928-C2,RNAscope® 2.5 LS Probe - Mm-Kcna1-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Kcna1,"potassium voltage-gated channel, shaker-related subfamily, member 1",NM_010595.3,20,2,1206
482008-C2,RNAscope® 2.5 LS Probe - Mm-Apobec2-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Apobec2,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2",NM_009694.3,20,139,1079
482018-C3,RNAscope® 2.5 LS Probe - Mm-Aicda-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Aicda,activation-induced cytidine deaminase,NM_009645.2,20,24,1112
482028-C2,RNAscope® 2.5 LS Probe - Mm-Foxn1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Foxn1,forkhead box N1,NM_008238.2,20,402,1346
482038-C2,RNAscope® 2.5 LS Probe - T.gondii-TGME49-112480-C2,RNAscope LS 2.5 Target Probes,2,Toxoplasma gondii ME49,TGME49_112480,uracil phosphoribosyltransferase,XM_002364429.1,20,2,1029
482058-C3,RNAscope® 2.5 LS Probe - Mm-En2-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,En2,engrailed 2,NM_010134.3,20,2183,3524
482068-C2,RNAscope® 2.5 LS Probe - Mm-Lbh-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Lbh,limb-bud and heart,NM_029999.4,20,994,2025
482178-C2,RNAscope® 2.5 LS Probe - Mm-Gpr19-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Gpr19,G protein-coupled receptor 19,NR_072990.2,12,1404,2075
482188-C2,RNAscope® 2.5 LS Probe - Mm-Mfsd7c-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Mfsd7c,major facilitator superfamily domain containing 7C,NM_145447.2,20,1079,2148
482198-C3,RNAscope® 2.5 LS Probe - Mm-Zfp354a-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Zfp354a,zinc finger protein 354A,NM_001326566.1,20,2371,3782
482218-C2,RNAscope® 2.5 LS Probe - Mm-Gp1bb-O1-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Gp1bb,"glycoprotein Ib, beta polypeptide",NM_010327.2,14,968,1830
482408-C3,RNAscope® 2.5 LS Probe - Hs-CHRNA5-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,CHRNA5,cholinergic receptor nicotinic alpha 5 subunit,NM_000745.3,20,282,3587
482418-C2,RNAscope® 2.5 LS Probe - Hs-CHRNB4-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,CHRNB4,cholinergic receptor nicotinic beta 4 subunit,NM_000750.3,20,501,2437
482448-C2,RNAscope® 2.5 LS Probe - Hs-AQP4-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,AQP4,aquaporin 4,NM_001650.5,20,188,1186
482458-C3,RNAscope® 2.5 LS Probe - Hs-FCGR1A-C3,RNAscope LS 2.5 Target Probes,3,Homo sapiens,FCGR1A,"Homo sapiens Fc fragment of IgG receptor Ia (FCGR1A), mRNA",NM_000566.3,12,1312,2105
482478-C2,RNAscope® 2.5 LS Probe - Hs-FBN1-No-XMm-C2,RNAscope LS 2.5 Target Probes,2,Homo sapiens,FBN1,fibrillin 1,NM_000138.4,20,9348,10957
482488-C2,RNAscope® 2.5 LS Probe - Mm-Unc5b-No-XHs-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Unc5b,unc-5 netrin receptor B,NM_029770.2,20,3531,4791
482538-C3,RNAscope® 2.5 LS Probe - Mm-Cplx1-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Cplx1,complexin 1,NM_007756.3,20,954,1936
482568-C2,RNAscope® 2.5 LS Probe - Mm-Ackr3-C2,RNAscope LS 2.5 Target Probes,2,Mus musculus,Ackr3,atypical chemokine receptor 3,NM_001271607.1,20,401,1394
482598-C3,RNAscope® 2.5 LS Probe - Mm-Setd5-O3-C3,RNAscope LS 2.5 Target Probes,3,Mus musculus,Setd5,SET domain containing 5,ENSMUST00000113155,20,2,944
